job_id,job_date,vehicle_brand,vehicle_model,region,job_type,battery_type,is_mobile,parts_cost,labor_hours,hourly_rate,travel_cost,discount_pct,total_price,margin,customer_id,is_repeat_customer
2174,2023-04-19,LEXUS ,ES 300h,North,Install,,0,1147.99,3.1,113,0.0,0.2,1551.47,52.75,2860,1
2175,04/03/2024,Honda ,Insight,East,Install,NiMH_Premium,0,1453.68,3.59,117,0.0,0.15,1915.53,42.18,2217,0
2176,2024-07-29,lexus,RX 450h,North,Install,NiMH_Standard,0,818.18,2.33,121,0.0,0.0,1419.93,320.3,1215,0
2177,08-24-2023,toyota,Camry Hybrid,North,Install,NiMH_Premium,1,1182.72,3.09,106,44.25,0.05,1903.12,348.81,2235,1
2178,04-14-2022, chev,Volt,North,Warranty_Replacement,LiIon_Standard,0,1190.78,3.5,106,0.0,0.15,1735.55,173.78,2822,0
2179,08-30-2024,kia,Optima Hybrid,North,Warranty_Replacement,NiMH_Premium,0,1117.48,1.65,123,0.0,0.0,1721.75,401.32,2855,0
2180,01-01-2024,CHEVROLET ,,West,Install,NiMH_Premium,1,1360.58,3.68,122,39.61,0.0,2316.38,466.85,1914,1
2181,06/09/2024,kia,,West,Install,NiMH_Premium,0,1256.94,3.42,117,0.0,0.15,1734.66,77.69,1959,0
2182,02/11/2023,honda,Accord Hybrid,North,Install,NiMH_Standard,0,1023.46,2.87,108,0.0,0.1,1494.62,161.31,1768,1
2183,2024-09-20,Hundai,Sonata Hybrid,East,Diagnostic,LiIon_Premium,1,40.53,1.31,113,33.88,0.1,139.96,-82.58,1426,0
2184,2024-08-07,kia,Niro Hybrid,East,Install,NiMH_Standard,0,978.58,4.4,113,0.0,0.15,1553.87,77.86,2307,0
2185,08-25-2022,Kia Motors,Optima Hybrid,West,Install,NiMH_Standard,1,783.43,3.44,106,24.79,0.0,1443.19,270.03,2970,0
2186,07-09-2022, ford,Escape Hybrid,South,Install,NiMH_Standard,0,739.52,3.57,93,0.0,0.1,1148.5,77.16,1534,1
2187,25/06/2022,For d,Escape Hybrid,North,Install,LiIon_Premium,0,1728.65,4.28,111,0.0,0.1,2353.92,150.11,2684,0
2188,05-25-2024,ford,Fusion Hybrid,South,Install,LiIon_Premium,1,1727.42,2.77,107,57.41,0.0,2499.17,418.11,1191,0
2189,2022-09-21, chev,Malibu Hybrid,West,Install,NiMH_Standard,0,906.4,2.16,87,0.0,0.0,1116.16,21.63,1112,1
2190,05-08-2023,HYUNDAI,,East,Diagnostic,NiMH_Standard,0,101.53,2.08,132,0.0,0.0,389.67,13.03,2801,1
2191,2024-05-12,ford ,Fusion Hybrid,South,Install,NiMH_Premium,0,1304.83,3.11,118,0.0,0.1,1906.64,234.92,1224,0
2192,04-15-2023,chevy,Malibu Hybrid,North,Install,NiMH_Standard,0,1076.37,3.71,90,0.0,0.1,1393.9,-16.81,1827,0
2193,2022-03-09,ford,Escape Hybrid,,Install,LiIon_Standard,0,1157.16,2.39,95,0.0,0.15,1486.83,102.61,2764,1
2194,02-01-2023,Honda ,Insight,West,Install,NiMH_Standard,1,1080.24,3.31,113,35.1,0.0,1852.04,362.57,1697,1
2195,14/04/2022,kia,Optima Hybrid,South,Diagnostic,NiMH_Premium,0,136.47,0.65,128,0.0,0.05,140.33,-79.54,1602,1
2196,27/02/2023,LEXUS ,ES 300h,East,Warranty_Replacement,NiMH_Premium,0,1156.05,2.04,109,0.0,0.0,1689.15,310.23,1081,1
2197,2024-03-17,For d,Fusion Hybrid,South,Install,NiMH_Premium,0,999.78,2.48,125,0.0,0.15,1463.32,153.33,2392,1
2198,24/07/2023,lexus,RX 450h,South,Diagnostic,NiMH_Premium,0,38.5,0.76,91,0.0,0.05,50.0,-57.76,1640,0
2199,2024-01-09,HYUNDAI,Ioniq Hybrid,South,Diagnostic,NiMH_Standard,0,66.14,1.05,111,0.0,0.1,186.37,3.85,1235,0
2200,27/04/2022,honda,Accord Hybrid,East,Diagnostic,NiMH_Standard,0,140.42,0.5,126,0.0,0.0,251.49,48.07,1949,0
2201,2024-04-01,ford,Escape Hybrid,West,Install,NiMH_Standard,1,902.05,2.07,127,35.12,0.0,1434.63,234.3,1341,1
2202,04-11-2023, toyota,Prius,,Install,NiMH_Standard,0,825.94,3.63,97,0.0,0.0,1552.73,375.07,2697,0
2203,2022-11-11,toyota,Camry Hybrid,South,Install,,0,1617.75,3.28,118,0.0,0.1,2284.22,279.65,2494,0
2204,15/12/2023, ford,Escape Hybrid,South,Warranty_Replacement,NiMH_Standard,1,741.27,1.25,86,60.97,0.0,1116.82,207.24,2959,0
2205,05-28-2022,Chevrolet,Volt,,Install,NiMH_Standard,0,1004.95,3.44,92,0.0,0.1,1656.59,335.31,2958,1
2206,30/06/2023,lexus,RX 450h,North,Install,NiMH_Standard,0,888.95,2.3,130,0.0,0.0,1565.53,377.91,2674,0
2207,08/04/2023,Hnda,CR-V Hybrid,North,Install,LiIon_Standard,1,1551.98,3.58,122,46.64,0.05,2288.51,253.43,2004,1
2208,07-01-2022,Lexus  ,ES 300h,South,Install,LiIon_Premium,1,1775.39,2.91,95,46.55,0.0,2591.56,493.41,1340,1
2209,2024-11-08,Honda ,Insight,North,Install,,0,1399.59,2.74,134,0.0,0.0,2405.76,639.02,1085,0
2210,02/02/2023,honda,CR-V Hybrid,South,Install,LiIon_Standard,0,1270.95,2.93,134,0.0,0.05,1900.39,237.2,1183,0
2211,14/02/2022, kia,Niro Hybrid,East,Install,LiIon_Standard,0,1169.08,5.05,87,0.0,0.0,2015.58,407.36,1468,0
2212,05-01-2023,Lexus  ,ES 300h,North,Diagnostic,NiMH_Premium,0,53.79,0.82,86,0.0,0.0,235.28,110.92,2765,1
2213,24/11/2024,Hyundai ,Sonata Hybrid,East,Diagnostic,LiIon_Premium,0,38.92,1.31,97,0.0,0.05,223.37,57.06,1425,0
2214,03/01/2024,TOYOTA,Camry Hybrid,West,Install,LiIon_Standard,1,1409.25,3.63,124,53.63,0.0,2454.21,541.82,1185,1
2215,29/11/2023, toyota,Prius,East,Diagnostic,NiMH_Standard,1,68.45,0.72,114,28.46,0.05,242.96,64.11,2870,1
2216,2024-09-13,Chevrolet,Volt,North,Install,NiMH_Premium,1,1314.3,1.72,110,62.66,0.1,1764.33,197.66,1871,0
2217,02/04/2022,Chevrolet,Volt,,Diagnostic,NiMH_Standard,0,84.08,0.9,105,0.0,0.0,132.99,-45.53,1838,0
2218,08-26-2023,Nisan,Rogue Hybrid,East,Diagnostic,NiMH_Standard,0,71.22,1.58,108,0.0,0.0,300.79,58.96,1603,0
2219,18/12/2022,For d,Fusion Hybrid,South,Install,LiIon_Standard,0,1159.65,2.73,116,0.0,0.0,1812.67,336.76,2895,0
2220,01-11-2024,HONDA,Accord Hybrid,,Install,NiMH_Standard,0,936.2,2.82,88,0.0,0.0,1441.4,257.47,1696,0
2221,2024-07-22,nissan,Rogue Hybrid,South,Install,LiIon_Standard,0,1273.76,3.73,114,0.0,0.0,2242.13,543.3,2719,0
2222,26/03/2022,Honda ,Insight,South,Install,LiIon_Premium,1,1808.26,2.35,96,54.28,0.05,2451.28,362.66,2984,1
2223,2022-06-23, toyota,RAV4 Hybrid,North,Install,NiMH_Premium,0,1114.15,2.93,124,0.0,0.0,1983.17,505.83,1901,1
2224,11-11-2024,chevy,Malibu Hybrid,East,Install,NiMH_Premium,0,1273.93,1.79,94,0.0,0.15,1549.68,107.59,2401,1
2225,06-23-2023,CHEVROLET ,Malibu Hybrid,,Diagnostic,LiIon_Standard,0,129.23,1.36,88,0.0,0.1,234.99,-13.95,1049,0
2226,12/12/2022,HYUNDAI,Ioniq Hybrid,South,Install,LiIon_Standard,1,1332.71,3.18,106,39.0,0.0,1991.06,281.89,2563,1
2227,16/06/2022,nissan,Altima Hybrid,West,Install,NiMH_Standard,0,994.23,3.64,107,0.0,0.05,1803.82,420.48,2945,1
2228,01-23-2023,Nissan ,Rogue Hybrid,North,Install,NiMH_Standard,1,968.63,2.08,110,36.92,0.0,1542.98,308.21,1390,0
2229,2022-01-06,ford ,Fusion Hybrid,East,Install,LiIon_Standard,1,1527.77,2.85,128,15.99,0.0,2203.47,295.36,1020,1
2230,02/09/2022,NISSAN,Rogue Hybrid,South,Warranty_Replacement,LiIon_Premium,0,1744.59,1.11,119,0.0,0.2,1939.31,63.21,1087,1
2231,2022-07-20,KIA,Optima Hybrid,South,Install,NiMH_Standard,1,984.0,2.8,103,43.27,0.05,1558.92,242.93,2712,1
2232,03/04/2022,Toyta,RAV4 Hybrid,West,Install,NiMH_Premium,0,1195.65,4.19,121,0.0,0.0,2053.1,351.01,1487,0
2233,11-27-2024,Nissan ,Rogue Hybrid,South,Install,LiIon_Premium,0,1607.07,2.74,110,0.0,0.15,2091.47,182.62,1826,1
2234,05-15-2024, honda,Accord Hybrid,North,Install,,0,755.02,1.91,96,0.0,0.15,823.43,-114.68,1672,0
2235,2024-10-26,hyundai,Sonata Hybrid,West,Install,NiMH_Standard,0,1052.03,2.46,86,0.0,0.05,1445.84,182.59,1602,0
2236,2022-09-21,Lexus  ,RX 450h,,Diagnostic,NiMH_Premium,1,49.75,0.5,85,49.4,0.1,118.68,-22.97,1330,0
2237,12/11/2022,HONDA,Accord Hybrid,East,Install,NiMH_Standard,1,989.5,1.96,96,53.24,0.1,1446.49,215.26,1816,0
2238,11-06-2022,ford ,Fusion Hybrid,North,Install,NiMH_Standard,0,949.92,3.54,125,0.0,0.1,1727.32,335.3,2848,0
2239,2023-09-04, chev,Malibu Hybrid,North,Install,LiIon_Standard,0,1410.13,1.84,108,0.0,0.05,1892.29,283.12,1713,0
2240,19/07/2022,NISSAN,Rogue Hybrid,East,Diagnostic,LiIon_Standard,0,64.56,1.36,107,0.0,0.1,240.69,31.02,2602,0
2241,2022-09-15,Hnda,Accord Hybrid,North,Install,,0,1105.11,3.02,104,0.0,0.05,1894.24,474.99,2378,1
2242,03/12/2024,Kia Motors,Niro Hybrid,North,Install,NiMH_Premium,1,1245.4,2.57,97,29.83,0.0,1906.61,381.63,2594,1
2243,21/01/2023,Chevrolet,Malibu Hybrid,East,Diagnostic,NiMH_Premium,0,71.23,1.31,120,0.0,0.0,289.21,60.34,2145,1
2244,2024-05-05,TOYOTA,Prius,North,Diagnostic,LiIon_Standard,1,43.07,0.73,85,36.5,0.0,56.9,-84.82,1742,0
2245,2022-09-08,Kia Motors,Optima Hybrid,North,Install,LiIon_Standard,0,1532.62,3.67,115,0.0,0.0,2600.46,645.48,1513,1
2246,2024-10-15,lexus,RX 450h,North,Warranty_Replacement,,1,1205.03,1.51,131,50.55,0.0,1759.89,306.35,1560,0
2247,30/01/2024,Hundai,Sonata Hybrid,South,Diagnostic,LiIon_Standard,0,50.19,1.01,129,0.0,0.05,208.58,28.51,2055,0
2248,2024-08-01,HONDA,Accord Hybrid,,Install,LiIon_Premium,0,1670.94,2.6,103,0.0,0.15,2075.78,137.48,1808,0
2249,2023-07-20,honda,Insight,West,Diagnostic,LiIon_Standard,1,117.59,1.54,127,52.14,0.0,409.32,43.42,1809,0
2250,09-19-2024,chevy,Malibu Hybrid,North,Install,NiMH_Standard,0,639.99,3.44,96,0.0,0.0,1177.51,207.71,1737,1
2251,02-02-2023,HYUNDAI,Ioniq Hybrid,North,Install,LiIon_Premium,0,1840.39,0.9,97,0.0,0.1,2186.31,258.37,2841,0
2252,09/06/2023,hyundai,Ioniq Hybrid,South,Install,,1,1590.62,3.2,102,30.21,0.0,2575.06,627.48,2286,1
2253,09/03/2022,HONDA,Insight,South,Diagnostic,NiMH_Standard,0,87.94,0.5,85,0.0,0.1,293.36,162.92,2784,0
2254,2022-07-06,HYUNDAI,Sonata Hybrid,South,Install,NiMH_Standard,0,818.88,2.73,98,0.0,0.05,1276.46,190.34,2856,0
2255,2024-04-24,FORD,Fusion Hybrid,West,Install,LiIon_Standard,0,1539.03,2.91,127,0.0,0.05,2232.83,323.79,2234,0
2256,2022-12-24,Kia Motors,Optima Hybrid,South,Install,NiMH_Premium,0,1214.95,2.72,123,0.0,0.0,1871.94,322.63,1183,0
2257,2022-04-22,LEXUS ,ES 300h,South,Install,LiIon_Standard,1,1215.03,3.4,101,72.77,0.0,2253.98,622.71,2930,1
2258,2022-11-17,kia,Niro Hybrid,West,Warranty_Replacement,NiMH_Premium,1,1163.87,2.5,100,44.57,0.05,1742.17,283.32,1956,0
2259,01-22-2023,TOYOTA,Camry Hybrid,North,Diagnostic,NiMH_Standard,0,82.69,0.81,102,0.0,0.0,271.41,105.77,1750,0
2260,02-25-2024,nissan,Rogue Hybrid,West,Install,NiMH_Standard,0,921.32,2.35,90,0.0,0.0,1472.0,338.99,1827,1
2261,04-10-2022,Toyota ,RAV4 Hybrid,South,Diagnostic,LiIon_Premium,0,93.16,1.18,92,0.0,0.0,398.77,196.86,1175,0
2262,2022-01-29,NISSAN,Rogue Hybrid,South,Diagnostic,NiMH_Standard,0,79.96,0.5,134,0.0,0.1,127.65,-19.3,2328,0
2263,03/03/2024,Toyta,Prius,West,Install,LiIon_Standard,1,1134.74,2.62,119,13.21,0.05,1649.07,189.53,1095,0
2264,05/06/2022,hyundai,Ioniq Hybrid,South,Install,NiMH_Standard,0,859.17,4.08,118,0.0,0.1,1641.86,301.43,2441,0
2265,2023-04-05,Toyta,,South,Install,NiMH_Premium,1,1272.8,1.79,99,48.48,0.1,1751.39,252.41,2666,1
2266,18/01/2024, toyota,Prius,North,Install,NiMH_Premium,0,1119.61,2.73,127,0.0,0.0,1869.08,403.02,1844,1
2267,18/07/2023,kia,Optima Hybrid,East,Install,,1,980.73,2.53,93,81.99,0.15,1483.15,185.5,1766,0
2268,2022-05-16, kia,Niro Hybrid,East,Install,LiIon_Standard,0,1303.81,4.6,133,0.0,0.1,2192.65,276.48,2346,1
2269,2024-03-01,Toyta,Prius,North,Warranty_Replacement,LiIon_Standard,0,1273.87,1.62,110,0.0,0.0,1941.16,488.71,2720,1
2270,22/02/2022,nissan,Altima Hybrid,East,Install,NiMH_Standard,1,1043.3,2.62,101,62.47,0.05,1645.62,275.62,1191,0
2271,2022-09-12,ford,Fusion Hybrid,East,Diagnostic,NiMH_Premium,0,27.86,0.68,122,0.0,0.0,194.67,83.29,1917,0
2272,30/04/2022,For d,Escape Hybrid,South,Warranty_Replacement,LiIon_Standard,0,1218.96,2.01,105,0.0,0.15,1554.79,125.15,1645,0
2273,16/07/2023, ford,Fusion Hybrid,North,Install,LiIon_Standard,1,1447.89,3.22,98,43.78,0.0,2232.55,425.69,1022,0
2274,01-27-2024,Chevrolet,Volt,South,Install,NiMH_Premium,1,1419.61,2.29,119,39.74,0.0,2148.59,416.57,1016,0
2275,12-13-2023,honda,Accord Hybrid,,Diagnostic,LiIon_Standard,0,148.58,1.69,121,0.0,0.15,303.9,-49.7,2057,0
2276,02/06/2022,Chevrolet,Malibu Hybrid,North,Diagnostic,NiMH_Standard,1,81.51,1.34,115,42.45,0.05,310.21,32.67,2527,0
2277,11/01/2023, honda,CR-V Hybrid,South,Install,NiMH_Standard,0,954.95,3.68,108,0.0,0.0,1654.23,301.67,2189,1
2278,10/06/2022, toyota,RAV4 Hybrid,North,Diagnostic,LiIon_Standard,1,104.52,1.04,101,29.86,0.05,282.9,43.88,1497,0
2279,2023-01-11,ford ,Fusion Hybrid,North,Install,LiIon_Standard,0,1453.01,3.19,105,0.0,0.1,2040.93,252.49,1903,1
2280,2024-03-21, kia,Niro Hybrid,East,Diagnostic,LiIon_Standard,0,89.39,1.09,128,0.0,0.0,268.7,39.35,2931,0
2281,2024-04-02,Lexus  ,ES 300h,South,Diagnostic,NiMH_Standard,0,107.78,1.93,102,0.0,0.05,335.14,30.62,2676,0
2282,2024-06-15,For d,Escape Hybrid,West,Install,NiMH_Premium,1,1255.17,3.09,133,72.65,0.05,2022.26,283.07,1239,1
2283,08/08/2022, ford,Fusion Hybrid,West,Install,LiIon_Standard,1,1362.67,3.01,92,47.46,0.05,1981.6,294.84,2288,0
2284,2022-01-15,lexus,ES 300h,East,Install,,0,789.8,2.63,93,0.0,0.2,927.78,-106.92,2249,1
2285,08/02/2022, kia,Optima Hybrid,West,Warranty_Replacement,NiMH_Premium,0,1160.49,1.64,101,0.0,0.05,1565.53,239.52,1729,0
2286,07-12-2024,LEXUS ,RX 450h,West,Warranty_Replacement,LiIon_Standard,0,1237.27,2.17,85,0.0,0.05,1613.01,191.59,1729,0
2287,09-18-2024,Nisan,Rogue Hybrid,South,Diagnostic,NiMH_Standard,0,44.33,1.61,128,0.0,0.1,255.07,4.69,2438,0
2288,20/08/2022,Lexus  ,RX 450h,East,Install,NiMH_Premium,1,1001.81,2.45,102,58.2,0.0,1580.53,270.38,2869,0
2289,17/08/2024,NISSAN,Altima Hybrid,North,Install,NiMH_Standard,0,849.16,3.1,90,0.0,0.0,1246.29,118.02,1639,1
2290,04/08/2023,chevy,Volt,East,Install,LiIon_Premium,1,1668.33,3.15,115,52.21,0.2,2226.64,144.16,2854,1
2291,22/07/2022,CHEVROLET ,Malibu Hybrid,,Install,NiMH_Standard,1,912.6,3.29,132,53.12,0.1,1557.85,158.28,2677,0
2292,12-09-2022,ford ,Escape Hybrid,North,Install,NiMH_Standard,0,966.69,1.63,134,0.0,0.0,1597.82,412.18,1105,1
2293,18/10/2022,honda,Insight,North,Diagnostic,NiMH_Standard,0,85.64,0.74,90,0.0,0.0,125.07,-26.96,1560,1
2294,16/04/2024,KIA,Niro Hybrid,West,Install,NiMH_Standard,1,869.17,1.91,124,44.41,0.0,1573.46,423.37,1881,0
2295,07-26-2022,KIA,Niro Hybrid,South,Install,NiMH_Standard,1,790.18,3.03,103,49.01,0.0,1346.49,195.59,2333,0
2296,07-20-2022,Lexus  ,RX 450h,North,Warranty_Replacement,LiIon_Standard,1,1405.25,1.37,126,21.52,0.0,2013.21,413.91,1453,1
2297,02-27-2024, honda,CR-V Hybrid,,Diagnostic,NiMH_Standard,0,76.95,0.95,115,0.0,0.05,111.79,-74.63,1830,1
2298,11-27-2022,chevy,Malibu Hybrid,South,Install,NiMH_Standard,0,847.95,2.04,121,0.0,0.0,1577.23,481.89,1185,0
2299,01/10/2022,Hnda,CR-V Hybrid,West,Warranty_Replacement,NiMH_Standard,1,877.63,1.72,126,58.61,0.05,1349.85,197.18,1202,0
2300,06-03-2024,Nisan,Rogue Hybrid,East,Install,NiMH_Premium,0,1112.07,2.1,129,0.0,0.2,1436.08,53.02,1869,1
2301,16/10/2024,FORD,Escape Hybrid,,Install,NiMH_Standard,1,836.32,3.61,92,21.31,0.2,1218.25,28.84,2259,1
2302,09-01-2023, honda,,North,Diagnostic,LiIon_Standard,1,63.13,1.44,121,22.83,0.1,255.71,-4.44,1904,0
2303,2024-06-25,Hyundai ,Ioniq Hybrid,North,Diagnostic,LiIon_Standard,0,71.38,1.28,92,0.0,0.0,248.98,60.29,1766,1
2304,2024-07-10,nissan,Rogue Hybrid,,Install,LiIon_Standard,0,1378.69,2.76,132,0.0,0.05,2172.88,430.07,1995,0
2305,2023-10-07,nissan,Rogue Hybrid,West,Install,NiMH_Standard,0,948.85,1.37,116,0.0,0.05,1366.24,258.49,2268,0
2306,06-27-2024,Toyta,RAV4 Hybrid,East,Install,LiIon_Premium,1,1885.61,2.63,94,20.55,0.0,2705.12,551.42,2428,1
2307,2022-01-10, ford,Fusion Hybrid,South,Install,LiIon_Standard,0,1445.41,2.39,99,0.0,0.15,1822.55,140.45,2079,0
2308,2022-02-08,Honda ,Insight,East,Diagnostic,NiMH_Standard,0,138.69,1.32,129,0.0,0.1,444.23,134.79,1183,0
2309,08-25-2024,ford ,Fusion Hybrid,South,Install,NiMH_Premium,1,1267.1,3.5,117,52.21,0.05,2020.69,292.38,1083,1
2310,06-03-2022,Hundai,Sonata Hybrid,East,Install,LiIon_Standard,1,1365.17,3.26,96,29.53,0.0,1986.24,278.6,1685,0
2311,03-07-2024,ford,Fusion Hybrid,South,Install,NiMH_Standard,0,841.51,4.01,126,0.0,0.0,1595.81,248.99,1409,0
2312,06/04/2023,toyota,Prius,,Install,NiMH_Premium,1,1299.12,2.55,120,47.57,0.15,1685.89,33.75,2073,0
2313,05-12-2024,hyundai,Sonata Hybrid,South,Install,LiIon_Standard,0,1221.27,2.51,88,0.0,0.0,1732.42,290.08,2400,0
2314,30/12/2023, toyota,Camry Hybrid,West,Install,NiMH_Standard,1,723.55,3.83,99,60.11,0.0,1385.82,222.96,1504,0
2315,03-20-2022, honda,Insight,South,Install,LiIon_Premium,1,1883.16,3.13,127,39.62,0.05,2754.0,433.33,1935,0
2316,04/01/2023, toyota,Prius,North,Install,,0,750.1,2.8,102,0.0,0.1,1183.25,147.31,1436,1
2317,2024-02-15,toyota,RAV4 Hybrid,North,Diagnostic,NiMH_Standard,0,93.17,2.12,86,0.0,0.0,322.28,46.51,1932,1
2318,2024-10-06, chev,Malibu Hybrid,South,Warranty_Replacement,NiMH_Standard,0,794.36,2.4,115,0.0,0.0,1280.16,209.29,1756,1
2319,05-31-2024,Lexus  ,ES 300h,South,Install,NiMH_Premium,1,1335.2,2.85,129,44.17,0.1,2036.6,289.9,1004,0
2320,2024-09-03,Lexus  ,ES 300h,East,Install,LiIon_Premium,1,1851.55,2.45,112,19.05,0.15,2315.56,170.41,2330,0
2321,2024-11-13,Toyta,Camry Hybrid,East,Install,LiIon_Standard,0,1363.5,4.06,133,0.0,0.05,2380.75,477.11,1605,1
2322,09-06-2024,toyota,RAV4 Hybrid,North,Install,LiIon_Premium,1,1849.56,3.17,90,46.33,0.1,2514.36,333.57,2495,1
2323,09-28-2023,FORD,Escape Hybrid,East,Install,NiMH_Premium,0,1200.88,3.02,118,0.0,0.0,1918.53,361.34,2338,1
2324,04/01/2023,kia,Optima Hybrid,East,Warranty_Replacement,NiMH_Premium,1,1468.1,2.47,117,22.01,0.1,2095.93,316.43,1390,0
2325,2023-07-11,Kia Motors,Niro Hybrid,South,Diagnostic,NiMH_Premium,1,102.38,1.64,134,40.32,0.05,399.57,37.1,2773,0
2326,21/05/2024,Lexus  ,RX 450h,South,Install,NiMH_Standard,0,791.93,3.44,111,0.0,0.1,1377.94,204.17,1044,0
2327,2023-04-11,For d,Fusion Hybrid,North,Warranty_Replacement,LiIon_Premium,0,1708.35,2.62,126,0.0,0.1,2344.98,306.66,2148,0
2328,28/06/2024,honda,CR-V Hybrid,South,Install,NiMH_Premium,1,1181.7,3.36,92,40.41,0.0,1904.22,372.89,2605,1
2329,07/02/2024,TOYOTA,RAV4 Hybrid,East,Install,NiMH_Premium,1,1169.95,3.44,87,73.59,0.0,1937.22,394.05,2081,0
2330,08-18-2022,Honda ,CR-V Hybrid,West,Install,NiMH_Premium,0,1001.14,2.41,120,0.0,0.1,1442.81,151.9,2115,0
2331,2024-10-05,Toyota ,Camry Hybrid,,Install,LiIon_Standard,1,1346.42,4.45,85,63.5,0.0,2166.8,378.77,1940,0
2332,15/07/2024,lexus,RX 450h,North,Diagnostic,NiMH_Standard,0,38.43,0.58,128,0.0,0.1,50.0,-63.07,1120,1
2333,2023-10-19,FORD,Fusion Hybrid,East,Install,LiIon_Standard,0,996.95,3.25,86,0.0,0.05,1462.8,186.57,2356,1
2334,01/08/2022,LEXUS ,RX 450h,East,Diagnostic,LiIon_Standard,1,69.68,0.53,119,44.51,0.0,211.13,33.68,2905,0
2335,09-06-2022,hyundai,Sonata Hybrid,South,Install,LiIon_Standard,0,1209.29,2.92,107,0.0,0.1,1790.29,268.4,2596,1
2336,2024-07-08,HYUNDAI,Sonata Hybrid,West,Warranty_Replacement,NiMH_Standard,1,796.62,1.6,117,47.73,0.05,1285.47,253.91,1117,0
2337,01-20-2022, chev,Malibu Hybrid,North,Install,,1,527.63,3.11,116,36.08,0.15,963.06,38.76,1441,1
2338,06-14-2023,lexus,RX 450h,North,Install,NiMH_Premium,0,1097.9,3.27,107,0.0,0.0,1755.78,307.62,2665,1
2339,2023-11-09,Toyta,,North,Install,LiIon_Premium,0,1679.16,2.23,109,0.0,0.0,2389.07,466.3,2427,1
2340,09-12-2022,Toyota ,RAV4 Hybrid,North,Warranty_Replacement,LiIon_Premium,0,1623.9,1.98,110,0.0,0.0,2224.05,382.41,1733,1
2341,04/08/2024,CHEVROLET ,Volt,West,Install,NiMH_Premium,0,1246.48,4.11,118,0.0,0.0,1995.83,263.79,1487,0
2342,07-26-2023,Chevrolet,Malibu Hybrid,South,Install,NiMH_Standard,1,1067.12,1.95,120,11.39,0.1,1365.35,52.82,1924,0
2343,14/03/2022,Hundai,Ioniq Hybrid,North,Diagnostic,NiMH_Standard,0,95.49,0.77,107,0.0,0.0,306.0,127.8,1063,1
2344,12-17-2022,Kia Motors,Niro Hybrid,South,Install,LiIon_Standard,1,1423.17,3.69,102,37.09,0.0,2444.2,607.71,1179,1
2345,2023-03-12,Hundai,,South,Install,NiMH_Standard,0,1033.1,3.06,87,0.0,0.2,1347.75,48.25,1149,0
2346,2022-09-01, ford,Escape Hybrid,South,Install,NiMH_Premium,0,1077.74,3.12,123,0.0,0.0,1822.36,360.75,2650,1
2347,26/10/2024,FORD,Escape Hybrid,North,Install,LiIon_Standard,1,1352.69,3.82,96,39.29,0.0,2086.68,328.18,1093,0
2348,01-30-2023,lexus,RX 450h,East,Install,NiMH_Premium,0,1319.42,2.36,106,0.0,0.15,1657.25,87.17,2105,0
2349,04/07/2023, honda,Accord Hybrid,North,Install,NiMH_Premium,1,1147.68,2.58,134,36.91,0.1,1766.34,235.42,1560,0
2350,2023-08-10,Hundai,Sonata Hybrid,East,Install,NiMH_Standard,1,805.12,2.49,124,55.02,0.0,1526.88,358.49,2513,1
2351,08-30-2022,HYUNDAI,Sonata Hybrid,North,Install,NiMH_Standard,1,963.65,2.72,102,65.74,0.2,1351.06,44.08,1254,1
2352,14/09/2023,LEXUS ,ES 300h,,Install,LiIon_Standard,0,1122.2,4.07,108,0.0,0.05,1946.73,384.79,2820,1
2353,23/01/2023, kia,Niro Hybrid,West,Warranty_Replacement,NiMH_Premium,0,1069.44,0.81,101,0.0,0.0,1594.4,443.23,1170,0
2354,12/01/2022, chev,Malibu Hybrid,North,Install,NiMH_Standard,1,819.99,2.04,116,70.93,0.0,1377.72,249.62,2693,0
2355,03-23-2023, ford,Fusion Hybrid,North,Install,NiMH_Standard,0,954.06,1.91,92,0.0,0.15,1390.91,261.36,1295,0
2356,10-02-2023,For d,Escape Hybrid,West,Install,NiMH_Standard,1,926.27,4.12,132,50.61,0.0,1739.52,218.63,1059,0
2357,09/05/2022,CHEVROLET ,Volt,South,Diagnostic,LiIon_Standard,1,110.97,0.89,134,38.89,0.1,210.76,-58.73,1076,0
2358,05-03-2024,Hnda,,East,Install,LiIon_Standard,0,1189.38,2.74,99,0.0,0.0,1841.63,381.13,2561,1
2359,12-25-2023,KIA,Niro Hybrid,North,Install,NiMH_Premium,1,1082.94,1.71,96,44.41,0.0,1658.1,366.76,1687,1
2360,2022-12-06,Honda ,Insight,,Diagnostic,NiMH_Premium,1,95.72,1.07,111,17.52,0.15,204.45,-27.42,1833,1
2361,10-11-2023,kia,Niro Hybrid,South,Install,NiMH_Standard,0,804.16,3.69,117,0.0,0.2,1204.54,-31.73,2645,0
2362,29/11/2022,Lexus  ,ES 300h,West,Diagnostic,NiMH_Premium,1,61.89,1.33,117,27.25,0.0,444.99,200.64,1523,1
2363,11/12/2023,NISSAN,Rogue Hybrid,North,Diagnostic,,1,24.3,1.15,87,46.68,0.0,144.28,-26.41,2107,0
2364,18/06/2022,Toyta,RAV4 Hybrid,East,Diagnostic,LiIon_Premium,0,88.73,0.5,120,0.0,0.1,73.84,-74.88,1597,0
2365,2023-10-31,LEXUS ,ES 300h,East,Install,NiMH_Standard,1,1084.95,2.74,88,52.17,0.05,1764.92,386.89,1129,1
